timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
202118988,1,0,0,1,0,1,1,0,1,1,1,1,0
202627455,1,0,0,1,0,1,1,0,1,1,1,1,0
203128858,1,0,0,1,0,1,1,0,1,1,1,1,0
203638881,1,0,0,1,0,1,1,0,1,1,1,1,0
204145883,1,0,0,1,0,1,1,0,1,1,1,1,0
204652933,1,0,0,1,0,1,1,0,1,1,1,1,0
205158577,1,0,0,1,0,1,1,0,1,1,1,1,0
205665890,1,0,0,1,0,1,1,0,1,1,1,1,0
206173522,1,0,0,1,0,1,1,0,1,1,1,1,0
206678850,1,0,0,1,0,1,1,0,1,1,1,1,0
207188996,1,0,0,1,0,1,1,0,1,1,1,1,0
208193887,1,0,0,1,0,1,1,0,1,1,1,1,0
208703541,1,0,0,1,0,1,1,0,1,1,1,1,0
209207372,1,0,0,1,0,1,1,0,1,1,1,1,0
209712899,1,0,0,1,0,1,1,0,1,1,1,1,0
210222849,1,0,0,1,0,1,1,0,1,1,1,1,0
210726854,1,0,0,1,0,1,1,0,1,1,1,1,0
211233862,1,0,0,1,0,1,1,0,1,1,1,1,0
211742125,1,0,0,1,0,1,1,0,1,1,1,1,0
212247009,1,0,0,1,0,1,1,0,1,1,1,1,0
212756899,1,0,0,1,0,1,1,0,1,1,1,1,0
213263873,1,0,0,1,0,1,1,0,1,1,1,1,0
213765283,1,0,0,1,0,1,1,0,1,1,1,1,0
214272934,1,0,0,1,0,1,1,0,1,1,1,1,0
214774849,1,0,0,1,0,1,1,0,1,1,1,1,0
215282858,1,0,0,1,0,1,1,0,1,1,1,1,0
215783850,1,0,0,1,0,1,1,0,1,1,1,1,0
216291883,1,0,0,1,0,1,1,0,1,1,1,1,0
216800056,1,0,0,1,0,1,1,0,1,1,1,1,0
217303367,1,0,0,1,0,1,1,0,1,1,1,1,0
217807879,1,0,0,1,0,1,1,0,1,1,1,1,0
218318571,1,0,0,1,0,1,1,0,1,1,1,1,0
218825473,1,0,0,1,0,1,1,0,1,1,1,1,0
219327329,1,0,0,1,0,1,1,0,1,1,1,1,0
219831246,1,0,0,1,0,1,1,0,1,1,1,1,0
220331875,1,0,0,1,0,1,1,0,1,1,1,1,0
220839853,1,0,0,1,0,1,1,0,1,1,1,1,0
221345520,1,0,0,1,0,1,1,0,1,1,1,1,0
221852853,1,0,0,1,0,1,1,0,1,1,1,1,0
222364700,1,0,0,1,0,1,1,0,1,1,1,1,0
222866852,1,0,0,1,0,1,1,0,1,1,1,1,0
223376723,1,0,0,1,0,1,1,0,1,1,1,1,0
223885560,1,0,0,1,0,1,1,0,1,1,1,1,0
224385683,1,0,0,1,0,1,1,0,1,1,1,1,0
224894850,1,0,0,1,0,1,1,0,1,1,1,1,0
225397211,1,0,0,1,0,1,1,0,1,1,1,1,0
225899847,1,0,0,1,0,1,1,0,1,1,1,1,0
226400900,1,0,0,1,0,1,1,0,1,1,1,1,0
226910905,1,0,0,1,0,1,1,0,1,1,1,1,0
227411021,1,0,0,1,0,1,1,0,1,1,1,1,0
227917289,1,0,0,1,0,1,1,0,1,1,1,1,0
228424986,1,0,0,1,0,1,1,0,1,1,1,1,0
228928854,1,0,0,1,0,1,1,0,1,1,1,1,0
229433854,1,0,0,1,0,1,1,0,1,1,1,1,0
229942853,1,0,0,1,0,1,1,0,1,1,1,1,0
230449548,1,0,0,1,0,1,1,0,1,1,1,1,0
230958878,1,0,0,1,0,1,1,0,1,1,1,1,0
231467144,1,0,0,1,0,1,1,0,1,1,1,1,0
231968972,1,0,0,1,0,1,1,0,1,1,1,1,0
232475176,1,0,0,1,0,1,1,0,1,1,1,1,0
232984489,1,0,0,1,0,1,1,0,1,1,1,1,0
233490288,1,0,0,1,0,1,1,0,1,1,1,1,0
233997455,1,0,0,1,0,1,1,0,1,1,1,1,0
234503334,1,0,0,1,0,1,1,0,1,1,1,1,0
235005458,1,0,0,1,0,1,1,0,1,1,1,1,0
235516855,1,0,0,1,0,1,1,0,1,1,1,1,0
236019027,1,0,0,1,0,1,1,0,1,1,1,1,0
236529968,1,0,0,1,0,1,1,0,1,1,1,1,0
237033850,1,0,0,1,0,1,1,0,1,1,1,1,0
237539890,1,0,0,1,0,1,1,0,1,1,1,1,0
238047850,1,0,0,1,0,1,1,0,1,1,1,1,0
238551451,1,0,0,1,0,1,1,0,1,1,1,1,0
239055811,1,0,0,1,0,1,1,0,1,1,1,1,0
239563854,1,0,0,1,0,1,1,0,1,1,1,1,0
240070420,1,0,0,1,0,1,1,0,1,1,1,1,0
240577310,1,0,0,1,0,1,1,0,1,1,1,1,0
241085311,1,0,0,1,0,1,1,0,1,1,1,1,0
241544985,1,0,0,1,0,1,1,0,1,1,1,1,0
242053886,1,0,0,1,0,1,1,0,1,1,1,1,0
242556332,1,0,0,1,0,1,1,0,1,1,1,1,0
243063912,1,0,0,1,0,1,1,0,1,1,1,1,0
243569853,1,0,0,1,0,1,1,0,1,1,1,1,0
244071846,1,0,0,1,0,1,1,0,1,1,1,1,0
244576846,1,0,0,1,0,1,1,0,1,1,1,1,0
245083852,1,0,0,1,0,1,1,0,1,1,1,1,0
245590260,1,0,0,1,0,1,1,0,1,1,1,1,0
246099039,1,0,0,1,0,1,1,0,1,1,1,1,0
246606510,1,0,0,1,0,1,1,0,1,1,1,1,0
247107180,1,0,0,1,0,1,1,0,1,1,1,1,0
247608846,1,0,0,1,0,1,1,0,1,1,1,1,0
248117230,1,0,0,1,0,1,1,0,1,1,1,1,0
248624865,1,0,0,1,0,1,1,0,1,1,1,1,0
249127865,1,0,0,1,0,1,1,0,1,1,1,1,0
249636849,1,0,0,1,0,1,1,0,1,1,1,1,0
250143004,1,0,0,1,0,1,1,0,1,1,1,1,0
250650852,1,0,0,1,0,1,1,0,1,1,1,1,0
251157851,1,0,0,1,0,1,1,0,1,1,1,1,0
251666300,1,0,0,1,0,1,1,0,1,1,1,1,0
252176400,1,0,0,1,0,1,1,0,1,1,1,1,0
252678905,1,0,0,1,0,1,1,0,1,1,1,1,0
253185850,1,0,0,1,0,1,1,0,1,1,1,1,0
253689856,1,0,0,1,0,1,1,0,1,1,1,1,0
254198988,1,0,0,1,0,1,1,0,1,1,1,1,0
254705942,1,0,0,1,0,1,1,0,1,1,1,1,0
255210852,1,0,0,1,0,1,1,0,1,1,1,1,0
255717875,1,0,0,1,0,1,1,0,1,1,1,1,0
256222822,1,0,0,1,0,1,1,0,1,1,1,1,0
256726857,1,0,0,1,0,1,1,0,1,1,1,1,0
257234853,1,0,0,1,0,1,1,0,1,1,1,1,0
257740849,1,0,0,1,0,1,1,0,1,1,1,1,0
258243775,1,0,0,1,0,1,1,0,1,1,1,1,0
258749815,1,0,0,1,0,1,1,0,1,1,1,1,0
258972835,1,0,0,1,0,1,1,0,1,1,1,1,0
259474976,1,0,0,1,0,1,1,0,1,1,1,1,0
259982222,1,0,0,1,0,1,1,0,1,1,1,1,0
260483850,1,0,0,1,0,1,1,0,1,1,1,1,0
260990062,1,0,0,1,0,1,1,0,1,1,1,1,0
261498856,1,0,0,1,0,1,1,0,1,1,1,1,0
262005846,1,0,0,1,0,1,1,0,1,1,1,1,0
262515064,1,0,0,1,0,1,1,0,1,1,1,1,0
263019871,1,0,0,1,0,1,1,0,1,1,1,1,0
263524851,1,0,0,1,0,1,1,0,1,1,1,1,0
264031860,1,0,0,1,0,1,1,0,1,1,1,1,0
264535869,1,0,0,1,0,1,1,0,1,1,1,1,0
265042612,1,0,0,1,0,1,1,0,1,1,1,1,0
265547854,1,0,0,1,0,1,1,0,1,1,1,1,0
266051848,1,0,0,1,0,1,1,0,1,1,1,1,0
266561516,1,0,0,1,0,1,1,0,1,1,1,1,0
267070851,1,0,0,1,0,1,1,0,1,1,1,1,0
267576845,1,0,0,1,0,1,1,0,1,1,1,1,0
268082231,1,0,0,1,0,1,1,0,1,1,1,1,0
268584846,1,0,0,1,0,1,1,0,1,1,1,1,0
269090550,1,0,0,1,0,1,1,0,1,1,1,1,0
269598848,1,0,0,1,0,1,1,0,1,1,1,1,0
270105035,1,0,0,1,0,1,1,0,1,1,1,1,0
270607915,1,0,0,1,0,1,1,0,1,1,1,1,0
271115125,1,0,0,1,0,1,1,0,1,1,1,1,0
271622942,1,0,0,1,0,1,1,0,1,1,1,1,0
272132848,1,0,0,1,0,1,1,0,1,1,1,1,0
272638856,1,0,0,1,0,1,1,0,1,1,1,1,0
273139852,1,0,0,1,0,1,1,0,1,1,1,1,0
273646063,1,0,0,1,0,1,1,0,1,1,1,1,0
274150946,1,0,0,1,0,1,1,0,1,1,1,1,0
274653886,1,0,0,1,0,1,1,0,1,1,1,1,0
275162117,1,0,0,1,0,1,1,0,1,1,1,1,0
275669596,1,0,0,1,0,1,1,0,1,1,1,1,0
276178586,1,0,0,1,0,1,1,0,1,1,1,1,0
276685563,1,0,0,1,0,1,1,0,1,1,1,1,0
277190852,1,0,0,1,0,1,1,0,1,1,1,1,0
277697924,1,0,0,1,0,1,1,0,1,1,1,1,0
277746560,1,0,0,1,0,1,1,0,1,1,1,1,0
278254727,1,0,0,1,0,1,1,0,1,1,1,1,0
278763112,1,0,0,1,0,1,1,0,1,1,1,1,0
279267257,1,0,0,1,0,1,1,0,1,1,1,1,0
279773104,1,0,0,1,0,1,1,0,1,1,1,1,0
280276276,1,0,0,1,0,1,1,0,1,1,1,1,0
280781723,1,0,0,1,0,1,1,0,1,1,1,1,0
281284222,1,0,0,1,0,1,1,0,1,1,1,1,0
281789314,1,0,0,1,0,1,1,0,1,1,1,1,0
282299741,1,0,0,1,0,1,1,0,1,1,1,1,0
282807851,1,0,0,1,0,1,1,0,1,1,1,1,0
283312821,1,0,0,1,0,1,1,0,1,1,1,1,0
283818831,1,0,0,1,0,1,1,0,1,1,1,1,0
284323911,1,0,0,1,0,1,1,0,1,1,1,1,0
284829346,1,0,0,1,0,1,1,0,1,1,1,1,0
285335433,1,0,0,1,0,1,1,0,1,1,1,1,0
285847571,1,0,0,1,0,1,1,0,1,1,1,1,0
286358292,1,0,0,1,0,1,1,0,1,1,1,1,0
286865846,1,0,0,1,0,1,1,0,1,1,1,1,0
287369963,1,0,0,1,0,1,1,0,1,1,1,1,0
287872922,1,0,0,1,0,1,1,0,1,1,1,1,0
288383280,1,0,0,1,0,1,1,0,1,1,1,1,0
288887265,1,0,0,1,0,1,1,0,1,1,1,1,0
289388881,1,0,0,1,0,1,1,0,1,1,1,1,0
289889850,1,0,0,1,0,1,1,0,1,1,1,1,0
290401736,1,0,0,1,0,1,1,0,1,1,1,1,0
290907076,1,0,0,1,0,1,1,0,1,1,1,1,0
291408849,1,0,0,1,0,1,1,0,1,1,1,1,0
291911296,1,0,0,1,0,1,1,0,1,1,1,1,0
292414272,1,0,0,1,0,1,1,0,1,1,1,1,0
292922853,1,0,0,1,0,1,1,0,1,1,1,1,0
293428847,1,0,0,1,0,1,1,0,1,1,1,1,0
293933984,1,0,0,1,0,1,1,0,1,1,1,1,0
294440849,1,0,0,1,0,1,1,0,1,1,1,1,0
294947872,1,0,0,1,0,1,1,0,1,1,1,1,0
294994291,1,0,0,1,0,1,1,0,1,1,1,1,0
295018490,1,0,0,1,0,1,1,0,1,1,1,1,0
295525896,1,0,0,1,0,1,1,0,1,1,1,1,0
296028846,1,0,0,1,0,1,1,0,1,1,1,1,0
296534341,1,0,0,1,0,1,1,0,1,1,1,1,0
297043883,1,0,0,1,0,1,1,0,1,1,1,1,0
297144978,0,0,0,1,0,1,1,0,1,1,1,1,0
297202777,0,0,0,1,0,1,1,0,1,1,1,1,0
297708117,0,0,0,1,0,1,1,0,1,1,1,1,0
